veg_resultid,areaid,time_since_restoration,year,month,day,speciesid,cultivarid,individualid,origin,level,response,metric,notes
556,556,6,2016,,,2726,,,native,species,39,density,
557,557,6,2016,,,2726,,,native,species,30,density,
558,558,6,2016,,,2435,,,native,species,35,density,
559,559,6,2016,,,2435,,,native,species,59,density,
560,560,6,2016,,,5985,,,native,species,159,density,
561,561,6,2016,,,2435,,,native,species,149,density,
562,562,6,2016,,,5986,,,native,species,113,density,
563,563,6,2016,,,2435,,,native,species,77,density,
564,564,6,2016,,,5985,,,native,species,137,density,
565,565,6,2016,,,5986,,,native,species,132,density,
566,566,6,2016,,,5986,,,native,species,131,density,
567,567,6,2016,,,2726,,,native,species,69,density,
568,568,6,2016,,,5985,,,native,species,126,density,
569,569,6,2016,,,5985,,,native,species,153,density,
570,570,6,2016,,,5986,,,native,species,133,density,
571,571,6,2016,,,5985,,,native,species,175,density,
572,572,6,2016,,,5986,,,native,species,152,density,
573,573,6,2016,,,2437,,,native,species,119,density,
574,574,6,2016,,,2437,,,native,species,136,density,
575,575,6,2016,,,2437,,,native,species,130,density,
576,576,6,2016,,,2437,,,native,species,144,density,
577,577,6,2016,,,2437,,,native,species,167,density,
578,578,6,2016,,,2726,,,native,species,69,density,
579,579,6,2016,,,2437,,,native,species,222,density,
580,580,6,2016,,,5986,,,native,species,107,density,
581,581,6,2016,,,2435,,,native,species,177,density,
582,582,6,2016,,,5985,,,native,species,106,density,
583,583,6,2016,,,2726,,,native,species,91,density,
584,584,6,2016,,,2726,,,native,species,80,density,
585,585,6,2016,,,2435,,,native,species,89,density,
586,586,6,2016,,,2726,,,native,species,59,density,
587,587,6,2016,,,2435,,,native,species,222,density,
588,588,6,2016,,,2726,,,native,species,64,density,
589,589,6,2016,,,2726,,,native,species,148,density,
590,590,6,2016,,,2435,,,native,species,286,density,
591,591,6,2016,,,5986,,,native,species,137,density,
592,592,6,2016,,,2726,,,native,species,98,density,
593,593,6,2016,,,5985,,,native,species,156,density,
594,594,6,2016,,,5985,,,native,species,160,density,
595,595,6,2016,,,2437,,,native,species,318,density,
596,596,6,2016,,,2437,,,native,species,261,density,
597,597,6,2016,,,2726,,,native,species,159,density,
598,598,6,2016,,,5985,,,native,species,91,density,
599,599,6,2016,,,5986,,,native,species,132,density,
600,600,6,2016,,,2435,,,native,species,223,density,
601,601,6,2016,,,5985,,,native,species,161,density,
602,602,6,2016,,,5985,,,native,species,173,density,
603,603,6,2016,,,5986,,,native,species,138,density,
604,604,6,2016,,,5986,,,native,species,144,density,
605,605,6,2016,,,5986,,,native,species,153,density,
606,606,6,2016,,,5985,,,native,species,224,density,
607,607,6,2016,,,5986,,,native,species,159,density,
608,608,6,2016,,,2726,,,native,species,83,density,
609,609,6,2016,,,2437,,,native,species,330,density,
610,610,6,2016,,,2437,,,native,species,318,density,
611,611,6,2016,,,2437,,,native,species,336,density,
612,612,6,2016,,,2437,,,native,species,406,density,
613,613,6,2016,,,2437,,,native,species,367,density,
614,614,6,2016,,,2435,,,native,species,295,density,
615,615,6,2016,,,2437,,,native,species,406,density,
616,616,6,2016,,,5985,,,native,species,134,density,
617,617,6,2016,,,5986,,,native,species,127,density,
618,618,6,2016,,,5986,,,native,species,151,density,
619,619,6,2016,,,2435,,,native,species,267,density,
620,620,6,2016,,,5985,,,native,species,202,density,
621,621,6,2016,,,2726,,,native,species,105,density,
622,622,6,2016,,,2435,,,native,species,271,density,
623,623,6,2016,,,2435,,,native,species,147,density,
624,624,6,2016,,,2726,,,native,species,70,density,
625,625,6,2016,,,2435,,,native,species,223,density,
626,626,17,2008,,,7156,,,mixed,plot,8,density,
627,627,17,2008,,,7156,,,mixed,plot,0,density,
628,628,17,2008,,,7156,,,mixed,plot,0,density,
629,629,17,2008,,,7156,,,mixed,plot,1,density,
630,630,17,2008,,,7156,,,mixed,plot,4,density,
631,631,17,2008,,,7156,,,mixed,plot,2,density,
632,632,17,2008,,,7156,,,mixed,plot,1,density,
633,633,17,2008,,,7156,,,mixed,plot,3,density,
634,626,25,2008,,,7156,,,mixed,plot,0,density,
635,627,25,2008,,,7156,,,mixed,plot,0,density,
636,628,25,2008,,,7156,,,mixed,plot,0,density,
637,629,25,2008,,,7156,,,mixed,plot,0,density,
638,630,25,2008,,,7156,,,mixed,plot,0,density,
639,631,25,2008,,,7156,,,mixed,plot,0,density,
640,632,25,2008,,,7156,,,mixed,plot,0,density,
641,633,25,2008,,,7156,,,mixed,plot,0,density,
642,634,17,2008,,,7156,,,mixed,plot,0,density,
643,635,17,2008,,,7156,,,mixed,plot,0,density,
644,636,17,2008,,,7156,,,mixed,plot,0,density,
645,637,17,2008,,,7156,,,mixed,plot,0,density,
646,638,17,2008,,,7156,,,mixed,plot,0,density,
647,639,17,2008,,,7156,,,mixed,plot,0,density,
648,640,17,2008,,,7156,,,mixed,plot,0,density,
649,641,17,2008,,,7156,,,mixed,plot,0,density,
650,634,25,2008,,,7156,,,mixed,plot,0,density,
651,635,25,2008,,,7156,,,mixed,plot,1,density,
652,636,25,2008,,,7156,,,mixed,plot,0,density,
653,637,25,2008,,,7156,,,mixed,plot,0,density,
654,638,25,2008,,,7156,,,mixed,plot,0,density,
655,639,25,2008,,,7156,,,mixed,plot,0,density,
656,640,25,2008,,,7156,,,mixed,plot,0,density,
657,641,25,2008,,,7156,,,mixed,plot,0,density,
658,642,17,2008,,,7156,,,mixed,plot,1,density,
659,643,17,2008,,,7156,,,mixed,plot,0,density,
660,644,17,2008,,,7156,,,mixed,plot,2,density,
661,645,17,2008,,,7156,,,mixed,plot,1,density,
662,646,17,2008,,,7156,,,mixed,plot,0,density,
663,647,17,2008,,,7156,,,mixed,plot,2,density,
664,648,17,2008,,,7156,,,mixed,plot,3,density,
665,649,17,2008,,,7156,,,mixed,plot,1,density,
666,642,25,2008,,,7156,,,mixed,plot,0,density,
667,643,25,2008,,,7156,,,mixed,plot,0,density,
668,644,25,2008,,,7156,,,mixed,plot,0,density,
669,645,25,2008,,,7156,,,mixed,plot,0,density,
670,646,25,2008,,,7156,,,mixed,plot,0,density,
671,647,25,2008,,,7156,,,mixed,plot,2,density,
672,648,25,2008,,,7156,,,mixed,plot,5,density,
673,649,25,2008,,,7156,,,mixed,plot,0,density,
674,650,17,2008,,,7156,,,mixed,plot,7,density,
675,651,17,2008,,,7156,,,mixed,plot,19,density,
676,652,17,2008,,,7156,,,mixed,plot,17,density,
677,653,17,2008,,,7156,,,mixed,plot,27,density,
678,654,17,2008,,,7156,,,mixed,plot,19,density,
679,655,17,2008,,,7156,,,mixed,plot,17,density,
680,656,17,2008,,,7156,,,mixed,plot,11,density,
681,657,17,2008,,,7156,,,mixed,plot,11,density,
682,650,25,2008,,,7156,,,mixed,plot,3,density,
683,651,25,2008,,,7156,,,mixed,plot,7,density,
684,652,25,2008,,,7156,,,mixed,plot,5,density,
685,653,25,2008,,,7156,,,mixed,plot,9,density,
686,654,25,2008,,,7156,,,mixed,plot,4,density,
687,655,25,2008,,,7156,,,mixed,plot,4,density,
688,656,25,2008,,,7156,,,mixed,plot,1,density,
689,657,25,2008,,,7156,,,mixed,plot,1,density,
690,658,17,2008,,,7156,,,mixed,plot,8,density,
691,659,17,2008,,,7156,,,mixed,plot,4,density,
692,660,17,2008,,,7156,,,mixed,plot,8,density,
693,661,17,2008,,,7156,,,mixed,plot,20,density,
694,662,17,2008,,,7156,,,mixed,plot,14,density,
695,663,17,2008,,,7156,,,mixed,plot,13,density,
696,664,17,2008,,,7156,,,mixed,plot,6,density,
697,665,17,2008,,,7156,,,mixed,plot,7,density,
698,658,25,2008,,,7156,,,mixed,plot,4,density,
699,659,25,2008,,,7156,,,mixed,plot,2,density,
700,660,25,2008,,,7156,,,mixed,plot,4,density,
701,661,25,2008,,,7156,,,mixed,plot,7,density,
702,662,25,2008,,,7156,,,mixed,plot,6,density,
703,663,25,2008,,,7156,,,mixed,plot,7,density,
704,664,25,2008,,,7156,,,mixed,plot,1,density,
705,665,25,2008,,,7156,,,mixed,plot,1,density,
706,666,17,2008,,,7156,,,mixed,plot,1,density,
707,667,17,2008,,,7156,,,mixed,plot,0,density,
708,668,17,2008,,,7156,,,mixed,plot,0,density,
709,669,17,2008,,,7156,,,mixed,plot,1,density,
710,670,17,2008,,,7156,,,mixed,plot,0,density,
711,671,17,2008,,,7156,,,mixed,plot,3,density,
712,672,17,2008,,,7156,,,mixed,plot,0,density,
713,673,17,2008,,,7156,,,mixed,plot,0,density,
714,666,25,2008,,,7156,,,mixed,plot,0,density,
715,667,25,2008,,,7156,,,mixed,plot,1,density,
716,668,25,2008,,,7156,,,mixed,plot,0,density,
717,669,25,2008,,,7156,,,mixed,plot,1,density,
718,670,25,2008,,,7156,,,mixed,plot,0,density,
719,671,25,2008,,,7156,,,mixed,plot,1,density,
720,672,25,2008,,,7156,,,mixed,plot,0,density,
721,673,25,2008,,,7156,,,mixed,plot,0,density,
722,674,17,2008,,,7156,,,mixed,plot,0,density,
723,675,17,2008,,,7156,,,mixed,plot,0,density,
724,676,17,2008,,,7156,,,mixed,plot,4,density,
725,677,17,2008,,,7156,,,mixed,plot,1,density,
726,678,17,2008,,,7156,,,mixed,plot,2,density,
727,679,17,2008,,,7156,,,mixed,plot,2,density,
728,680,17,2008,,,7156,,,mixed,plot,0,density,
729,681,17,2008,,,7156,,,mixed,plot,2,density,
730,674,25,2008,,,7156,,,mixed,plot,0,density,
731,675,25,2008,,,7156,,,mixed,plot,0,density,
732,676,25,2008,,,7156,,,mixed,plot,0,density,
733,677,25,2008,,,7156,,,mixed,plot,0,density,
734,678,25,2008,,,7156,,,mixed,plot,2,density,
735,679,25,2008,,,7156,,,mixed,plot,0,density,
736,680,25,2008,,,7156,,,mixed,plot,0,density,
737,681,25,2008,,,7156,,,mixed,plot,1,density,
738,682,17,2008,,,7156,,,mixed,plot,6,density,
739,683,17,2008,,,7156,,,mixed,plot,19,density,
740,684,17,2008,,,7156,,,mixed,plot,13,density,
741,685,17,2008,,,7156,,,mixed,plot,27,density,
742,686,17,2008,,,7156,,,mixed,plot,32,density,
743,687,17,2008,,,7156,,,mixed,plot,13,density,
744,688,17,2008,,,7156,,,mixed,plot,8,density,
745,689,17,2008,,,7156,,,mixed,plot,5,density,
746,682,25,2008,,,7156,,,mixed,plot,3,density,
747,683,25,2008,,,7156,,,mixed,plot,9,density,
748,684,25,2008,,,7156,,,mixed,plot,5,density,
749,685,25,2008,,,7156,,,mixed,plot,13,density,
750,686,25,2008,,,7156,,,mixed,plot,9,density,
751,687,25,2008,,,7156,,,mixed,plot,2,density,
752,688,25,2008,,,7156,,,mixed,plot,2,density,
753,689,25,2008,,,7156,,,mixed,plot,0,density,
754,690,17,2008,,,7156,,,mixed,plot,2,density,
755,691,17,2008,,,7156,,,mixed,plot,0,density,
756,692,17,2008,,,7156,,,mixed,plot,2,density,
757,693,17,2008,,,7156,,,mixed,plot,0,density,
758,694,17,2008,,,7156,,,mixed,plot,0,density,
759,695,17,2008,,,7156,,,mixed,plot,4,density,
760,696,17,2008,,,7156,,,mixed,plot,1,density,
761,697,17,2008,,,7156,,,mixed,plot,0,density,
762,690,25,2008,,,7156,,,mixed,plot,1,density,
763,691,25,2008,,,7156,,,mixed,plot,0,density,
764,692,25,2008,,,7156,,,mixed,plot,0,density,
765,693,25,2008,,,7156,,,mixed,plot,1,density,
766,694,25,2008,,,7156,,,mixed,plot,1,density,
767,695,25,2008,,,7156,,,mixed,plot,3,density,
768,696,25,2008,,,7156,,,mixed,plot,0,density,
769,697,25,2008,,,7156,,,mixed,plot,1,density,
770,698,17,2008,,,7156,,,mixed,plot,7,density,
771,699,17,2008,,,7156,,,mixed,plot,19,density,
772,700,17,2008,,,7156,,,mixed,plot,22,density,
773,701,17,2008,,,7156,,,mixed,plot,12,density,
774,702,17,2008,,,7156,,,mixed,plot,7,density,
775,703,17,2008,,,7156,,,mixed,plot,9,density,
776,704,17,2008,,,7156,,,mixed,plot,8,density,
777,705,17,2008,,,7156,,,mixed,plot,3,density,
778,698,25,2008,,,7156,,,mixed,plot,5,density,
779,699,25,2008,,,7156,,,mixed,plot,10,density,
780,700,25,2008,,,7156,,,mixed,plot,10,density,
781,701,25,2008,,,7156,,,mixed,plot,9,density,
782,702,25,2008,,,7156,,,mixed,plot,4,density,
783,703,25,2008,,,7156,,,mixed,plot,5,density,
784,704,25,2008,,,7156,,,mixed,plot,1,density,
785,705,25,2008,,,7156,,,mixed,plot,1,density,
786,706,19,2008,,,7156,,,mixed,plot,1,density,
787,707,19,2008,,,7156,,,mixed,plot,4,density,
788,708,19,2008,,,7156,,,mixed,plot,6,density,
789,709,19,2008,,,7156,,,mixed,plot,3,density,
790,710,19,2008,,,7156,,,mixed,plot,4,density,
791,711,19,2008,,,7156,,,mixed,plot,6,density,
792,712,19,2008,,,7156,,,mixed,plot,14,density,
793,713,19,2008,,,7156,,,mixed,plot,3,density,
794,706,27,2008,,,7156,,,mixed,plot,2,density,
795,707,27,2008,,,7156,,,mixed,plot,0,density,
796,708,27,2008,,,7156,,,mixed,plot,1,density,
797,709,27,2008,,,7156,,,mixed,plot,0,density,
798,710,27,2008,,,7156,,,mixed,plot,2,density,
799,711,27,2008,,,7156,,,mixed,plot,0,density,
800,712,27,2008,,,7156,,,mixed,plot,4,density,
801,713,27,2008,,,7156,,,mixed,plot,1,density,
802,714,17,2008,,,7156,,,mixed,plot,21,density,
803,715,17,2008,,,7156,,,mixed,plot,37,density,
804,716,17,2008,,,7156,,,mixed,plot,20,density,
805,717,17,2008,,,7156,,,mixed,plot,22,density,
806,718,17,2008,,,7156,,,mixed,plot,10,density,
807,719,17,2008,,,7156,,,mixed,plot,26,density,
808,720,17,2008,,,7156,,,mixed,plot,23,density,
809,721,17,2008,,,7156,,,mixed,plot,6,density,
810,714,25,2008,,,7156,,,mixed,plot,9,density,
811,715,25,2008,,,7156,,,mixed,plot,5,density,
812,716,25,2008,,,7156,,,mixed,plot,4,density,
813,717,25,2008,,,7156,,,mixed,plot,13,density,
814,718,25,2008,,,7156,,,mixed,plot,3,density,
815,719,25,2008,,,7156,,,mixed,plot,12,density,
816,720,25,2008,,,7156,,,mixed,plot,11,density,
817,721,25,2008,,,7156,,,mixed,plot,3,density,
818,722,19,2008,,,7156,,,mixed,plot,21,density,
819,723,19,2008,,,7156,,,mixed,plot,28,density,
820,724,19,2008,,,7156,,,mixed,plot,13,density,
821,725,19,2008,,,7156,,,mixed,plot,12,density,
822,726,19,2008,,,7156,,,mixed,plot,10,density,
823,727,19,2008,,,7156,,,mixed,plot,13,density,
824,728,19,2008,,,7156,,,mixed,plot,8,density,
825,729,19,2008,,,7156,,,mixed,plot,27,density,
826,722,27,2008,,,7156,,,mixed,plot,18,density,
827,723,27,2008,,,7156,,,mixed,plot,19,density,
828,724,27,2008,,,7156,,,mixed,plot,12,density,
829,725,27,2008,,,7156,,,mixed,plot,14,density,
830,726,27,2008,,,7156,,,mixed,plot,8,density,
831,727,27,2008,,,7156,,,mixed,plot,13,density,
832,728,27,2008,,,7156,,,mixed,plot,6,density,
833,729,27,2008,,,7156,,,mixed,plot,21,density,
834,730,19,2008,,,7156,,,mixed,plot,35,density,
835,731,19,2008,,,7156,,,mixed,plot,28,density,
836,732,19,2008,,,7156,,,mixed,plot,28,density,
837,733,19,2008,,,7156,,,mixed,plot,28,density,
838,734,19,2008,,,7156,,,mixed,plot,28,density,
839,735,19,2008,,,7156,,,mixed,plot,32,density,
840,736,19,2008,,,7156,,,mixed,plot,15,density,
841,737,19,2008,,,7156,,,mixed,plot,23,density,
842,730,27,2008,,,7156,,,mixed,plot,16,density,
843,731,27,2008,,,7156,,,mixed,plot,11,density,
844,732,27,2008,,,7156,,,mixed,plot,17,density,
845,733,27,2008,,,7156,,,mixed,plot,17,density,
846,734,27,2008,,,7156,,,mixed,plot,15,density,
847,735,27,2008,,,7156,,,mixed,plot,10,density,
848,736,27,2008,,,7156,,,mixed,plot,4,density,
849,737,27,2008,,,7156,,,mixed,plot,11,density,
850,738,19,2008,,,7156,,,mixed,plot,32,density,
851,739,19,2008,,,7156,,,mixed,plot,35,density,
852,740,19,2008,,,7156,,,mixed,plot,32,density,
853,741,19,2008,,,7156,,,mixed,plot,45,density,
854,742,19,2008,,,7156,,,mixed,plot,22,density,
855,743,19,2008,,,7156,,,mixed,plot,34,density,
856,744,19,2008,,,7156,,,mixed,plot,16,density,
857,745,19,2008,,,7156,,,mixed,plot,33,density,
858,738,27,2008,,,7156,,,mixed,plot,22,density,
859,739,27,2008,,,7156,,,mixed,plot,27,density,
860,740,27,2008,,,7156,,,mixed,plot,22,density,
861,741,27,2008,,,7156,,,mixed,plot,24,density,
862,742,27,2008,,,7156,,,mixed,plot,12,density,
863,743,27,2008,,,7156,,,mixed,plot,25,density,
864,744,27,2008,,,7156,,,mixed,plot,12,density,
865,745,27,2008,,,7156,,,mixed,plot,18,density,
866,746,19,2008,,,7156,,,mixed,plot,18,density,
867,747,19,2008,,,7156,,,mixed,plot,17,density,
868,748,19,2008,,,7156,,,mixed,plot,20,density,
869,749,19,2008,,,7156,,,mixed,plot,15,density,
870,750,19,2008,,,7156,,,mixed,plot,11,density,
871,751,19,2008,,,7156,,,mixed,plot,30,density,
872,752,19,2008,,,7156,,,mixed,plot,9,density,
873,753,19,2008,,,7156,,,mixed,plot,18,density,
874,746,27,2008,,,7156,,,mixed,plot,12,density,
875,747,27,2008,,,7156,,,mixed,plot,14,density,
876,748,27,2008,,,7156,,,mixed,plot,11,density,
877,749,27,2008,,,7156,,,mixed,plot,11,density,
878,750,27,2008,,,7156,,,mixed,plot,7,density,
879,751,27,2008,,,7156,,,mixed,plot,13,density,
880,752,27,2008,,,7156,,,mixed,plot,8,density,
881,753,27,2008,,,7156,,,mixed,plot,17,density,
882,754,19,2008,,,7156,,,mixed,plot,18,density,
883,755,19,2008,,,7156,,,mixed,plot,33,density,
884,756,19,2008,,,7156,,,mixed,plot,9,density,
885,757,19,2008,,,7156,,,mixed,plot,15,density,
886,758,19,2008,,,7156,,,mixed,plot,14,density,
887,759,19,2008,,,7156,,,mixed,plot,17,density,
888,760,19,2008,,,7156,,,mixed,plot,13,density,
889,761,19,2008,,,7156,,,mixed,plot,19,density,
890,754,27,2008,,,7156,,,mixed,plot,8,density,
891,755,27,2008,,,7156,,,mixed,plot,27,density,
892,756,27,2008,,,7156,,,mixed,plot,6,density,
893,757,27,2008,,,7156,,,mixed,plot,9,density,
894,758,27,2008,,,7156,,,mixed,plot,14,density,
895,759,27,2008,,,7156,,,mixed,plot,11,density,
896,760,27,2008,,,7156,,,mixed,plot,11,density,
