seedingid,treatmentid,mix,speciesid,cultivarid,type,rate,unit,viability,origin,source,seed_distance,seed_mixid,notes
411,216,known,5698,,seeding,6,seeds/m2,PLS,native,,,64,
412,216,known,5763,,seeding,40,seeds/m2,PLS,native,,,64,
413,216,known,5901,,seeding,101,seeds/m2,PLS,native,,,64,
414,216,known,5952,,seeding,30,seeds/m2,PLS,native,,,64,
415,217,known,387,,seeding,94,seeds/m2,PLS,native,,,65,
416,217,known,465,,seeding,204,seeds/m2,PLS,native,,,65,
417,217,known,469,,seeding,4,seeds/m2,PLS,exotic,,,65,
418,217,known,484,,seeding,56,seeds/m2,PLS,native,,,65,
419,217,known,689,,seeding,0,seeds/m2,PLS,native,,,65,
420,217,known,3010,,seeding,1,seeds/m2,PLS,native,,,65,
421,217,known,4575,,seeding,7,seeds/m2,PLS,native,,,65,
422,217,known,5415,,seeding,68,seeds/m2,PLS,native,,,65,
423,217,known,5416,,seeding,243,seeds/m2,PLS,native,,,65,
424,217,known,5573,,seeding,17,seeds/m2,PLS,native,,,65,
425,217,known,5582,,seeding,83,seeds/m2,PLS,native,,,65,
426,217,known,5583,,seeding,34,seeds/m2,PLS,native,,,65,
427,217,known,5763,,seeding,21,seeds/m2,PLS,native,,,65,
428,217,known,5901,,seeding,128,seeds/m2,PLS,native,,,65,
429,217,known,5952,,seeding,48,seeds/m2,PLS,native,,,65,
430,217,known,6517,,seeding,3,seeds/m2,PLS,native,,,65,
431,218,known,387,,seeding,80,seeds/m2,PLS,native,,,66,
432,218,known,484,,seeding,58,seeds/m2,PLS,native,,,66,
433,218,known,1102,,seeding,5,seeds/m2,PLS,native,,,66,
434,218,known,1686,,seeding,13,seeds/m2,PLS,native,,,66,
435,218,known,1741,,seeding,9,seeds/m2,PLS,native,,,66,
436,218,known,2640,,seeding,10,seeds/m2,PLS,native,,,66,
437,218,known,2887,,seeding,11,seeds/m2,PLS,exotic,,,66,
438,218,known,5415,,seeding,59,seeds/m2,PLS,native,,,66,
439,218,known,5416,,seeding,136,seeds/m2,PLS,native,,,66,
440,218,known,5582,,seeding,78,seeds/m2,PLS,native,,,66,
441,218,known,5583,,seeding,17,seeds/m2,PLS,native,,,66,
442,218,known,5585,,seeding,48,seeds/m2,PLS,native,,,66,
443,218,known,5698,,seeding,6,seeds/m2,PLS,native,,,66,
444,218,known,5763,,seeding,40,seeds/m2,PLS,native,,,66,
445,218,known,5901,,seeding,101,seeds/m2,PLS,native,,,66,
446,218,known,5952,,seeding,30,seeds/m2,PLS,native,,,66,
447,219,known,469,,seeding,51,seeds/m2,PLS,exotic,,,67,
448,219,known,484,,seeding,26,seeds/m2,PLS,native,,,67,
449,219,known,712,,seeding,23,seeds/m2,PLS,native,,,67,
450,219,known,1686,,seeding,69,seeds/m2,PLS,native,,,67,
451,219,known,1687,,seeding,11,seeds/m2,PLS,native,,,67,
452,219,known,1741,,seeding,28,seeds/m2,PLS,native,,,67,
453,219,known,5415,,seeding,19,seeds/m2,PLS,native,,,67,
454,219,known,5416,,seeding,53,seeds/m2,PLS,native,,,67,
455,219,known,5583,,seeding,26,seeds/m2,PLS,native,,,67,
456,219,known,5901,,seeding,42,seeds/m2,PLS,native,,,67,
457,219,known,5952,,seeding,28,seeds/m2,PLS,native,,,67,
458,220,known,276,,seeding,6,seeds/m2,PLS,native,,,68,
459,220,known,387,,seeding,144,seeds/m2,PLS,native,,,68,
460,220,known,457,,seeding,11,seeds/m2,PLS,native,,,68,
461,220,known,465,,seeding,141,seeds/m2,PLS,native,,,68,
462,220,known,469,,seeding,102,seeds/m2,PLS,exotic,,,68,
463,220,known,484,,seeding,303,seeds/m2,PLS,native,,,68,
464,220,known,712,,seeding,140,seeds/m2,PLS,native,,,68,
465,220,known,1686,,seeding,20,seeds/m2,PLS,native,,,68,
466,220,known,2041,,seeding,127,seeds/m2,PLS,native,,,68,
467,220,known,2640,,seeding,70,seeds/m2,PLS,native,,,68,
468,220,known,3082,,seeding,3,seeds/m2,PLS,exotic,,,68,
469,220,known,4575,,seeding,68,seeds/m2,PLS,native,,,68,
470,220,known,5415,,seeding,58,seeds/m2,PLS,native,,,68,
471,220,known,5416,,seeding,129,seeds/m2,PLS,native,,,68,
472,220,known,5568,,seeding,37,seeds/m2,PLS,native,,,68,
473,220,known,5582,,seeding,279,seeds/m2,PLS,native,,,68,
474,220,known,5583,,seeding,55,seeds/m2,PLS,native,,,68,
475,220,known,5585,,seeding,134,seeds/m2,PLS,native,,,68,
476,220,known,5707,,seeding,83,seeds/m2,PLS,native,,,68,
477,220,known,5763,,seeding,177,seeds/m2,PLS,native,,,68,
478,220,known,5765,,seeding,48,seeds/m2,PLS,native,,,68,
479,220,known,5801,,seeding,198,seeds/m2,PLS,native,,,68,
480,220,known,5881,,seeding,110,seeds/m2,PLS,native,,,68,
481,220,known,5938,,seeding,1121,seeds/m2,PLS,native,,,68,
482,220,known,6282,,seeding,30,seeds/m2,PLS,native,,,68,
483,221,known,387,,seeding,23,seeds/m2,PLS,native,,,69,
484,221,known,484,,seeding,13,seeds/m2,PLS,native,,,69,
485,221,known,1102,,seeding,12,seeds/m2,PLS,native,,,69,
486,221,known,1686,,seeding,16,seeds/m2,PLS,native,,,69,
487,221,known,1741,,seeding,7,seeds/m2,PLS,native,,,69,
488,221,known,2640,,seeding,14,seeds/m2,PLS,native,,,69,
489,221,known,2887,,seeding,9,seeds/m2,PLS,exotic,,,69,
490,221,known,5415,,seeding,105,seeds/m2,PLS,native,,,69,
491,221,known,5416,,seeding,295,seeds/m2,PLS,native,,,69,
492,221,known,5582,,seeding,61,seeds/m2,PLS,native,,,69,
493,221,known,5585,,seeding,41,seeds/m2,PLS,native,,,69,
494,221,known,5698,,seeding,14,seeds/m2,PLS,native,,,69,
495,221,known,5763,,seeding,38,seeds/m2,PLS,native,,,69,
496,221,known,5901,,seeding,237,seeds/m2,PLS,native,,,69,
497,221,known,5952,,seeding,35,seeds/m2,PLS,native,,,69,
498,222,known,469,,seeding,51,seeds/m2,PLS,exotic,,,70,
499,222,known,484,,seeding,26,seeds/m2,PLS,native,,,70,
500,222,known,712,,seeding,23,seeds/m2,PLS,native,,,70,
501,222,known,1686,,seeding,69,seeds/m2,PLS,native,,,70,
502,222,known,1687,,seeding,11,seeds/m2,PLS,native,,,70,
503,222,known,1741,,seeding,28,seeds/m2,PLS,native,,,70,
504,222,known,5415,,seeding,19,seeds/m2,PLS,native,,,70,
505,222,known,5416,,seeding,53,seeds/m2,PLS,native,,,70,
506,222,known,5583,,seeding,26,seeds/m2,PLS,native,,,70,
507,222,known,5901,,seeding,42,seeds/m2,PLS,native,,,70,
508,222,known,5952,,seeding,28,seeds/m2,PLS,native,,,70,
509,223,known,387,,seeding,23,seeds/m2,PLS,native,,,71,
510,223,known,484,,seeding,13,seeds/m2,PLS,native,,,71,
511,223,known,1102,,seeding,12,seeds/m2,PLS,native,,,71,
512,223,known,1686,,seeding,16,seeds/m2,PLS,native,,,71,
513,223,known,1741,,seeding,7,seeds/m2,PLS,native,,,71,
514,223,known,2640,,seeding,14,seeds/m2,PLS,native,,,71,
515,223,known,2887,,seeding,9,seeds/m2,PLS,exotic,,,71,
516,223,known,5415,,seeding,105,seeds/m2,PLS,native,,,71,
517,223,known,5416,,seeding,295,seeds/m2,PLS,native,,,71,
518,223,known,5582,,seeding,61,seeds/m2,PLS,native,,,71,
519,223,known,5585,,seeding,41,seeds/m2,PLS,native,,,71,
520,223,known,5698,,seeding,14,seeds/m2,PLS,native,,,71,
521,223,known,5763,,seeding,38,seeds/m2,PLS,native,,,71,
522,223,known,5901,,seeding,237,seeds/m2,PLS,native,,,71,
523,223,known,5952,,seeding,35,seeds/m2,PLS,native,,,71,
524,224,known,387,,seeding,29,seeds/m2,PLS,native,,,72,
525,224,known,457,,seeding,8,seeds/m2,PLS,native,,,72,
526,224,known,469,,seeding,10,seeds/m2,PLS,exotic,,,72,
527,224,known,2174,,seeding,14,seeds/m2,PLS,native,,,72,
528,224,known,2640,,seeding,19,seeds/m2,PLS,native,,,72,
529,224,known,5415,,seeding,59,seeds/m2,PLS,native,,,72,
530,224,known,5568,,seeding,53,seeds/m2,PLS,native,,,72,
531,224,known,5582,,seeding,112,seeds/m2,PLS,native,,,72,
532,224,known,5698,,seeding,27,seeds/m2,PLS,native,,,72,
533,224,known,5881,,seeding,74,seeds/m2,PLS,native,,,72,
534,224,known,6402,,seeding,12,seeds/m2,PLS,native,,,72,
535,225,known,387,,seeding,23,seeds/m2,PLS,native,,,73,
536,225,known,484,,seeding,13,seeds/m2,PLS,native,,,73,
537,225,known,1102,,seeding,12,seeds/m2,PLS,native,,,73,
538,225,known,1686,,seeding,16,seeds/m2,PLS,native,,,73,
539,225,known,1741,,seeding,7,seeds/m2,PLS,native,,,73,
540,225,known,2640,,seeding,14,seeds/m2,PLS,native,,,73,
541,225,known,2887,,seeding,9,seeds/m2,PLS,exotic,,,73,
542,225,known,5415,,seeding,105,seeds/m2,PLS,native,,,73,
543,225,known,5416,,seeding,295,seeds/m2,PLS,native,,,73,
544,225,known,5582,,seeding,61,seeds/m2,PLS,native,,,73,
545,225,known,5585,,seeding,41,seeds/m2,PLS,native,,,73,
546,225,known,5698,,seeding,14,seeds/m2,PLS,native,,,73,
547,225,known,5763,,seeding,38,seeds/m2,PLS,native,,,73,
548,225,known,5901,,seeding,237,seeds/m2,PLS,native,,,73,
549,225,known,5952,,seeding,35,seeds/m2,PLS,native,,,73,
550,226,known,469,,seeding,51,seeds/m2,PLS,exotic,,,74,
551,226,known,484,,seeding,26,seeds/m2,PLS,native,,,74,
552,226,known,712,,seeding,23,seeds/m2,PLS,native,,,74,
553,226,known,1686,,seeding,69,seeds/m2,PLS,native,,,74,
554,226,known,1687,,seeding,11,seeds/m2,PLS,native,,,74,
555,226,known,1741,,seeding,28,seeds/m2,PLS,native,,,74,
556,226,known,5415,,seeding,19,seeds/m2,PLS,native,,,74,
557,226,known,5416,,seeding,53,seeds/m2,PLS,native,,,74,
558,226,known,5583,,seeding,26,seeds/m2,PLS,native,,,74,
559,226,known,5901,,seeding,42,seeds/m2,PLS,native,,,74,
560,226,known,5952,,seeding,28,seeds/m2,PLS,native,,,74,
561,227,known,387,,seeding,23,seeds/m2,PLS,native,,,75,
562,227,known,484,,seeding,30,seeds/m2,PLS,native,,,75,
563,227,known,1102,,seeding,12,seeds/m2,PLS,native,,,75,
564,227,known,1686,,seeding,53,seeds/m2,PLS,native,,,75,
565,227,known,1741,,seeding,21,seeds/m2,PLS,native,,,75,
566,227,known,2640,,seeding,14,seeds/m2,PLS,native,,,75,
567,227,known,2887,,seeding,9,seeds/m2,PLS,exotic,,,75,
568,227,known,5415,,seeding,105,seeds/m2,PLS,native,,,75,
569,227,known,5416,,seeding,295,seeds/m2,PLS,native,,,75,
570,227,known,5577,,seeding,19,seeds/m2,PLS,native,,,75,
571,227,known,5582,,seeding,61,seeds/m2,PLS,native,,,75,
572,227,known,5583,,seeding,27,seeds/m2,PLS,native,,,75,
573,227,known,5585,,seeding,41,seeds/m2,PLS,native,,,75,
574,227,known,5698,,seeding,14,seeds/m2,PLS,native,,,75,
575,227,known,5763,,seeding,38,seeds/m2,PLS,native,,,75,
576,227,known,5901,,seeding,237,seeds/m2,PLS,native,,,75,
577,227,known,5952,,seeding,35,seeds/m2,PLS,native,,,75,
578,228,known,484,,seeding,54,seeds/m2,PLS,native,,,76,
579,228,known,1686,,seeding,20,seeds/m2,PLS,native,,,76,
580,228,known,2640,,seeding,9,seeds/m2,PLS,native,,,76,
581,228,known,2887,,seeding,18,seeds/m2,PLS,exotic,,,76,
582,228,known,5416,,seeding,172,seeds/m2,PLS,native,,,76,
583,228,known,5577,,seeding,43,seeds/m2,PLS,native,,,76,
584,228,known,5582,,seeding,171,seeds/m2,PLS,native,,,76,
585,228,known,5583,,seeding,83,seeds/m2,PLS,native,,,76,
586,228,known,5585,,seeding,100,seeds/m2,PLS,native,,,76,
587,228,known,5763,,seeding,118,seeds/m2,PLS,native,,,76,
588,228,known,5765,,seeding,32,seeds/m2,PLS,native,,,76,
589,228,known,5932,,seeding,431,seeds/m2,PLS,native,,,76,
590,229,known,387,,seeding,23,seeds/m2,PLS,native,,,77,
591,229,known,484,,seeding,30,seeds/m2,PLS,native,,,77,
592,229,known,1102,,seeding,12,seeds/m2,PLS,native,,,77,
593,229,known,1686,,seeding,53,seeds/m2,PLS,native,,,77,
594,229,known,1741,,seeding,21,seeds/m2,PLS,native,,,77,
595,229,known,2640,,seeding,14,seeds/m2,PLS,native,,,77,
596,229,known,2887,,seeding,9,seeds/m2,PLS,exotic,,,77,
597,229,known,5415,,seeding,105,seeds/m2,PLS,native,,,77,
598,229,known,5416,,seeding,295,seeds/m2,PLS,native,,,77,
599,229,known,5577,,seeding,19,seeds/m2,PLS,native,,,77,
600,229,known,5582,,seeding,61,seeds/m2,PLS,native,,,77,
601,229,known,5583,,seeding,27,seeds/m2,PLS,native,,,77,
602,229,known,5585,,seeding,41,seeds/m2,PLS,native,,,77,
603,229,known,5698,,seeding,14,seeds/m2,PLS,native,,,77,
604,229,known,5763,,seeding,38,seeds/m2,PLS,native,,,77,
605,229,known,5901,,seeding,237,seeds/m2,PLS,native,,,77,
606,229,known,5952,,seeding,35,seeds/m2,PLS,native,,,77,
607,230,known,276,,seeding,16,seeds/m2,PLS,native,,,78,
608,230,known,469,,seeding,183,seeds/m2,PLS,exotic,,,78,
609,230,known,484,,seeding,190,seeds/m2,PLS,native,,,78,
610,230,known,692,,seeding,60,seeds/m2,PLS,native,,,78,
611,230,known,712,,seeding,14,seeds/m2,PLS,native,,,78,
612,230,known,1686,,seeding,13,seeds/m2,PLS,native,,,78,
613,230,known,2640,,seeding,29,seeds/m2,PLS,native,,,78,
614,230,known,5416,,seeding,41,seeds/m2,PLS,native,,,78,
615,230,known,5485,,seeding,135,seeds/m2,PLS,native,,,78,
616,230,known,5573,,seeding,13,seeds/m2,PLS,native,,,78,
617,230,known,5583,,seeding,13,seeds/m2,PLS,native,,,78,
618,230,known,5765,,seeding,27,seeds/m2,PLS,native,,,78,
619,230,known,5901,,seeding,46,seeds/m2,PLS,native,,,78,
620,230,known,5952,,seeding,11,seeds/m2,PLS,native,,,78,
621,231,known,276,,seeding,12,seeds/m2,PLS,native,,,79,
622,231,known,387,,seeding,142,seeds/m2,PLS,native,,,79,
623,231,known,465,,seeding,349,seeds/m2,PLS,native,,,79,
624,231,known,484,,seeding,305,seeds/m2,PLS,native,,,79,
625,231,known,712,,seeding,94,seeds/m2,PLS,native,,,79,
626,231,known,1686,,seeding,30,seeds/m2,PLS,native,,,79,
627,231,known,1687,,seeding,37,seeds/m2,PLS,native,,,79,
628,231,known,2041,,seeding,62,seeds/m2,PLS,native,,,79,
629,231,known,2637,,seeding,175,seeds/m2,PLS,native,,,79,
630,231,known,3010,,seeding,1,seeds/m2,PLS,native,,,79,
631,231,known,3082,,seeding,3,seeds/m2,PLS,exotic,,,79,
632,231,known,4575,,seeding,26,seeds/m2,PLS,native,,,79,
633,231,known,5415,,seeding,58,seeds/m2,PLS,native,,,79,
634,231,known,5416,,seeding,173,seeds/m2,PLS,native,,,79,
635,231,known,5568,,seeding,37,seeds/m2,PLS,native,,,79,
636,231,known,5573,,seeding,30,seeds/m2,PLS,native,,,79,
637,231,known,5582,,seeding,257,seeds/m2,PLS,native,,,79,
638,231,known,5583,,seeding,70,seeds/m2,PLS,native,,,79,
639,231,known,5585,,seeding,84,seeds/m2,PLS,native,,,79,
640,231,known,5707,,seeding,83,seeds/m2,PLS,native,,,79,
641,231,known,5763,,seeding,119,seeds/m2,PLS,native,,,79,
642,231,known,5765,,seeding,32,seeds/m2,PLS,native,,,79,
643,231,known,5801,,seeding,243,seeds/m2,PLS,native,,,79,
644,231,known,5901,,seeding,86,seeds/m2,PLS,native,,,79,
645,231,known,5938,,seeding,1136,seeds/m2,PLS,native,,,79,
646,231,known,5952,,seeding,49,seeds/m2,PLS,native,,,79,
647,231,known,6517,,seeding,4,seeds/m2,PLS,native,,,79,
648,232,known,387,,seeding,23,seeds/m2,PLS,native,,,80,
649,232,known,484,,seeding,30,seeds/m2,PLS,native,,,80,
650,232,known,1102,,seeding,12,seeds/m2,PLS,native,,,80,
651,232,known,1686,,seeding,53,seeds/m2,PLS,native,,,80,
652,232,known,1741,,seeding,21,seeds/m2,PLS,native,,,80,
653,232,known,2640,,seeding,14,seeds/m2,PLS,native,,,80,
654,232,known,2887,,seeding,9,seeds/m2,PLS,exotic,,,80,
655,232,known,5415,,seeding,105,seeds/m2,PLS,native,,,80,
656,232,known,5416,,seeding,295,seeds/m2,PLS,native,,,80,
657,232,known,5577,,seeding,19,seeds/m2,PLS,native,,,80,
658,232,known,5582,,seeding,61,seeds/m2,PLS,native,,,80,
659,232,known,5583,,seeding,27,seeds/m2,PLS,native,,,80,
660,232,known,5585,,seeding,41,seeds/m2,PLS,native,,,80,
661,232,known,5698,,seeding,14,seeds/m2,PLS,native,,,80,
662,232,known,5763,,seeding,38,seeds/m2,PLS,native,,,80,
663,232,known,5901,,seeding,237,seeds/m2,PLS,native,,,80,
664,232,known,5952,,seeding,35,seeds/m2,PLS,native,,,80,
665,233,known,387,,seeding,23,seeds/m2,PLS,native,,,81,
666,233,known,484,,seeding,30,seeds/m2,PLS,native,,,81,
667,233,known,1102,,seeding,12,seeds/m2,PLS,native,,,81,
668,233,known,1686,,seeding,53,seeds/m2,PLS,native,,,81,
669,233,known,1741,,seeding,21,seeds/m2,PLS,native,,,81,
670,233,known,2640,,seeding,14,seeds/m2,PLS,native,,,81,
671,233,known,2887,,seeding,9,seeds/m2,PLS,exotic,,,81,
672,233,known,5415,,seeding,105,seeds/m2,PLS,native,,,81,
673,233,known,5416,,seeding,295,seeds/m2,PLS,native,,,81,
674,233,known,5577,,seeding,19,seeds/m2,PLS,native,,,81,
675,233,known,5582,,seeding,61,seeds/m2,PLS,native,,,81,
676,233,known,5583,,seeding,27,seeds/m2,PLS,native,,,81,
677,233,known,5585,,seeding,41,seeds/m2,PLS,native,,,81,
678,233,known,5698,,seeding,14,seeds/m2,PLS,native,,,81,
679,233,known,5763,,seeding,38,seeds/m2,PLS,native,,,81,
680,233,known,5901,,seeding,237,seeds/m2,PLS,native,,,81,
681,233,known,5952,,seeding,35,seeds/m2,PLS,native,,,81,
682,234,known,276,,seeding,10,seeds/m2,PLS,native,,,82,
683,234,known,469,,seeding,459,seeds/m2,PLS,exotic,,,82,
684,234,known,484,,seeding,30,seeds/m2,PLS,native,,,82,
685,234,known,1102,,seeding,149,seeds/m2,PLS,native,,,82,
686,234,known,1686,,seeding,14,seeds/m2,PLS,native,,,82,
687,234,known,2640,,seeding,36,seeds/m2,PLS,native,,,82,
688,234,known,4575,,seeding,16,seeds/m2,PLS,native,,,82,
689,234,known,5416,,seeding,68,seeds/m2,PLS,native,,,82,
690,234,known,5485,,seeding,136,seeds/m2,PLS,native,,,82,
691,234,known,5568,,seeding,10,seeds/m2,PLS,native,,,82,
692,234,known,5573,,seeding,13,seeds/m2,PLS,native,,,82,
693,234,known,5583,,seeding,26,seeds/m2,PLS,native,,,82,
694,234,known,5801,,seeding,116,seeds/m2,PLS,native,,,82,
695,234,known,5881,,seeding,206,seeds/m2,PLS,native,,,82,
696,234,known,5938,,seeding,1334,seeds/m2,PLS,native,,,82,
697,234,known,5952,,seeding,11,seeds/m2,PLS,native,,,82,
698,235,known,387,,seeding,85,seeds/m2,PLS,native,,,83,
699,235,known,469,,seeding,151,seeds/m2,PLS,exotic,,,83,
700,235,known,484,,seeding,256,seeds/m2,PLS,native,,,83,
701,235,known,712,,seeding,23,seeds/m2,PLS,native,,,83,
702,235,known,1102,,seeding,85,seeds/m2,PLS,native,,,83,
703,235,known,1686,,seeding,35,seeds/m2,PLS,native,,,83,
704,235,known,1741,,seeding,15,seeds/m2,PLS,native,,,83,
705,235,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,83,
706,235,known,5577,,seeding,22,seeds/m2,PLS,native,,,83,
707,235,known,5582,,seeding,75,seeds/m2,PLS,native,,,83,
708,235,known,5583,,seeding,14,seeds/m2,PLS,native,,,83,
709,235,known,5698,,seeding,103,seeds/m2,PLS,native,,,83,
710,235,known,5763,,seeding,98,seeds/m2,PLS,native,,,83,
711,235,known,5765,,seeding,29,seeds/m2,PLS,native,,,83,
712,236,known,387,,seeding,85,seeds/m2,PLS,native,,,84,
713,236,known,469,,seeding,151,seeds/m2,PLS,exotic,,,84,
714,236,known,484,,seeding,256,seeds/m2,PLS,native,,,84,
715,236,known,712,,seeding,23,seeds/m2,PLS,native,,,84,
716,236,known,1102,,seeding,85,seeds/m2,PLS,native,,,84,
717,236,known,1686,,seeding,35,seeds/m2,PLS,native,,,84,
718,236,known,1741,,seeding,15,seeds/m2,PLS,native,,,84,
719,236,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,84,
720,236,known,5577,,seeding,22,seeds/m2,PLS,native,,,84,
721,236,known,5582,,seeding,75,seeds/m2,PLS,native,,,84,
722,236,known,5583,,seeding,14,seeds/m2,PLS,native,,,84,
723,236,known,5698,,seeding,103,seeds/m2,PLS,native,,,84,
724,236,known,5763,,seeding,98,seeds/m2,PLS,native,,,84,
725,236,known,5765,,seeding,29,seeds/m2,PLS,native,,,84,
726,237,known,484,,seeding,54,seeds/m2,PLS,native,,,85,
727,237,known,1686,,seeding,20,seeds/m2,PLS,native,,,85,
728,237,known,1741,,seeding,10,seeds/m2,PLS,native,,,85,
729,237,known,2640,,seeding,9,seeds/m2,PLS,native,,,85,
730,237,known,2887,,seeding,18,seeds/m2,PLS,exotic,,,85,
731,237,known,5416,,seeding,172,seeds/m2,PLS,native,,,85,
732,237,known,5577,,seeding,43,seeds/m2,PLS,native,,,85,
733,237,known,5582,,seeding,171,seeds/m2,PLS,native,,,85,
734,237,known,5583,,seeding,83,seeds/m2,PLS,native,,,85,
735,237,known,5585,,seeding,100,seeds/m2,PLS,native,,,85,
736,237,known,5763,,seeding,118,seeds/m2,PLS,native,,,85,
737,237,known,5765,,seeding,63,seeds/m2,PLS,native,,,85,
738,237,known,5932,,seeding,431,seeds/m2,PLS,native,,,85,
739,238,known,387,,seeding,142,seeds/m2,PLS,native,,,86,
740,238,known,465,,seeding,349,seeds/m2,PLS,native,,,86,
741,238,known,484,,seeding,86,seeds/m2,PLS,native,,,86,
742,238,known,3010,,seeding,1,seeds/m2,PLS,native,,,86,
743,238,known,4575,,seeding,8,seeds/m2,PLS,native,,,86,
744,238,known,5415,,seeding,58,seeds/m2,PLS,native,,,86,
745,238,known,5416,,seeding,86,seeds/m2,PLS,native,,,86,
746,238,known,5573,,seeding,30,seeds/m2,PLS,native,,,86,
747,238,known,5582,,seeding,85,seeds/m2,PLS,native,,,86,
748,238,known,5583,,seeding,28,seeds/m2,PLS,native,,,86,
749,238,known,5901,,seeding,86,seeds/m2,PLS,native,,,86,
750,238,known,5952,,seeding,49,seeds/m2,PLS,native,,,86,
751,238,known,6517,,seeding,4,seeds/m2,PLS,native,,,86,
752,239,known,387,,seeding,114,seeds/m2,PLS,native,,,87,
753,239,known,484,,seeding,87,seeds/m2,PLS,native,,,87,
754,239,known,1686,,seeding,10,seeds/m2,PLS,native,,,87,
755,239,known,1741,,seeding,10,seeds/m2,PLS,native,,,87,
756,239,known,2640,,seeding,7,seeds/m2,PLS,native,,,87,
757,239,known,2887,,seeding,12,seeds/m2,PLS,exotic,,,87,
758,239,known,5415,,seeding,23,seeds/m2,PLS,native,,,87,
759,239,known,5416,,seeding,17,seeds/m2,PLS,native,,,87,
760,239,known,5582,,seeding,86,seeds/m2,PLS,native,,,87,
761,239,known,5583,,seeding,28,seeds/m2,PLS,native,,,87,
762,239,known,5585,,seeding,50,seeds/m2,PLS,native,,,87,
763,239,known,5763,,seeding,39,seeds/m2,PLS,native,,,87,
764,239,known,5952,,seeding,25,seeds/m2,PLS,native,,,87,
765,240,known,387,,seeding,114,seeds/m2,PLS,native,,,88,
766,240,known,484,,seeding,87,seeds/m2,PLS,native,,,88,
767,240,known,1686,,seeding,10,seeds/m2,PLS,native,,,88,
768,240,known,1741,,seeding,10,seeds/m2,PLS,native,,,88,
769,240,known,2640,,seeding,7,seeds/m2,PLS,native,,,88,
770,240,known,2887,,seeding,12,seeds/m2,PLS,exotic,,,88,
771,240,known,5415,,seeding,23,seeds/m2,PLS,native,,,88,
772,240,known,5416,,seeding,17,seeds/m2,PLS,native,,,88,
773,240,known,5582,,seeding,86,seeds/m2,PLS,native,,,88,
774,240,known,5583,,seeding,28,seeds/m2,PLS,native,,,88,
775,240,known,5585,,seeding,50,seeds/m2,PLS,native,,,88,
776,240,known,5763,,seeding,39,seeds/m2,PLS,native,,,88,
777,240,known,5952,,seeding,25,seeds/m2,PLS,native,,,88,
778,241,known,387,,seeding,80,seeds/m2,PLS,native,,,89,
779,241,known,484,,seeding,58,seeds/m2,PLS,native,,,89,
780,241,known,1102,,seeding,5,seeds/m2,PLS,native,,,89,
781,241,known,1686,,seeding,13,seeds/m2,PLS,native,,,89,
782,241,known,1741,,seeding,9,seeds/m2,PLS,native,,,89,
783,241,known,2640,,seeding,10,seeds/m2,PLS,native,,,89,
784,241,known,2887,,seeding,11,seeds/m2,PLS,exotic,,,89,
785,241,known,5415,,seeding,59,seeds/m2,PLS,native,,,89,
786,241,known,5416,,seeding,136,seeds/m2,PLS,native,,,89,
787,241,known,5582,,seeding,78,seeds/m2,PLS,native,,,89,
788,241,known,5583,,seeding,17,seeds/m2,PLS,native,,,89,
789,241,known,5585,,seeding,48,seeds/m2,PLS,native,,,89,
790,241,known,5698,,seeding,6,seeds/m2,PLS,native,,,89,
791,241,known,5763,,seeding,40,seeds/m2,PLS,native,,,89,
792,241,known,5901,,seeding,101,seeds/m2,PLS,native,,,89,
793,241,known,5952,,seeding,30,seeds/m2,PLS,native,,,89,
794,242,known,387,,seeding,142,seeds/m2,PLS,native,,,90,
795,242,known,465,,seeding,349,seeds/m2,PLS,native,,,90,
796,242,known,484,,seeding,86,seeds/m2,PLS,native,,,90,
797,242,known,1686,,seeding,30,seeds/m2,PLS,native,,,90,
